Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,Salary,OverTime,PerformanceRating,RelationshipSatisfaction,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,Years_At_Company,YearsInCurrentRole,Years_Since_Promotion,YearsWithCurrManager,Attrition_Flag
33,No,Travel_Rarely,Research & Development,8,4,Life Sciences,4,Male,4,1,Research Scientist,1,Married,3143,No,3,2,14,1,3,10,8,7,6,0
28,No,Travel_Rarely,Research & Development,1,3,Life Sciences,3,Male,3,1,Research Scientist,4,Married,2044,No,3,3,5,6,4,5,3,0,3,0
39,No,Travel_Rarely,Research & Development,10,1,Medical,3,Male,3,3,Research Director,3,Single,13464,No,4,3,9,3,3,4,3,2,2,0
46,No,Non-Travel,Sales,26,2,Life Sciences,2,Male,2,2,Sales Executive,2,Single,7991,No,3,3,6,3,3,2,2,2,2,0
40,No,Travel_Rarely,Research & Development,2,2,Life Sciences,3,Female,3,1,Laboratory Technician,1,Married,3377,No,3,4,7,5,2,4,3,0,2,0
42,No,Travel_Rarely,Research & Development,13,3,Medical,2,Male,4,2,Healthcare Representative,1,Married,5538,No,3,3,10,2,2,0,0,0,0,0
35,No,Non-Travel,Research & Development,2,2,Medical,2,Male,3,2,Manufacturing Director,4,Divorced,5762,No,3,3,15,6,3,7,7,1,7,0
38,No,Non-Travel,Human Resources,2,3,Human Resources,1,Male,3,1,Human Resources,2,Divorced,2592,No,3,4,13,3,3,11,10,3,8,0
34,Yes,Travel_Frequently,Research & Development,9,4,Life Sciences,4,Male,3,2,Laboratory Technician,1,Married,5346,No,3,3,11,3,2,7,1,0,7,1
37,Yes,Travel_Rarely,Research & Development,10,4,Medical,4,Male,3,2,Manufacturing Director,1,Single,4213,No,3,2,10,4,1,10,3,0,8,1
39,No,Travel_Frequently,Sales,20,3,Life Sciences,3,Male,3,2,Sales Executive,4,Divorced,4127,No,3,4,7,6,3,2,1,2,2,0
43,No,Non-Travel,Research & Development,9,3,Life Sciences,1,Male,3,1,Research Scientist,3,Single,2438,No,3,3,7,2,2,3,2,1,2,0
41,No,Travel_Rarely,Research & Development,5,3,Life Sciences,2,Male,4,2,Healthcare Representative,2,Single,6870,No,3,1,11,3,1,3,2,1,2,0
41,No,Travel_Rarely,Sales,4,1,Marketing,3,Female,3,3,Sales Executive,3,Divorced,10447,Yes,3,4,23,3,4,22,14,13,5,0
30,No,Travel_Rarely,Research & Development,10,3,Medical,1,Female,3,3,Manufacturing Director,3,Single,9667,No,3,2,9,3,3,7,7,0,2,0
26,Yes,Travel_Rarely,Human Resources,20,2,Medical,4,Female,3,1,Human Resources,2,Married,2148,Yes,3,3,6,3,3,5,1,1,4,1
46,Yes,Travel_Rarely,Research & Development,21,2,Medical,4,Female,3,2,Healthcare Representative,2,Married,8926,No,4,4,13,2,4,9,7,3,7,1
40,No,Travel_Rarely,Research & Development,1,3,Life Sciences,3,Female,3,2,Healthcare Representative,4,Divorced,6513,No,3,4,12,3,3,5,3,0,3,0
34,No,Travel_Rarely,Sales,8,2,Technical Degree,2,Male,4,2,Sales Executive,3,Married,6799,No,4,3,10,5,3,10,8,4,8,0
58,No,Non-Travel,Sales,2,3,Medical,2,Male,3,4,Manager,2,Divorced,16291,No,4,4,37,0,2,16,9,14,14,0
35,No,Travel_Rarely,Research & Development,23,4,Medical,2,Male,1,1,Laboratory Technician,3,Married,2705,No,3,2,6,2,4,5,4,0,3,0
47,No,Travel_Rarely,Research & Development,4,3,Life Sciences,3,Female,2,3,Manufacturing Director,2,Divorced,10333,Yes,3,3,28,4,3,22,11,14,10,0
40,No,Travel_Rarely,Research & Development,12,3,Life Sciences,2,Female,3,2,Healthcare Representative,1,Divorced,4448,No,3,2,15,3,3,7,4,7,7,0
54,No,Travel_Rarely,Research & Development,7,4,Medical,4,Female,3,2,Research Scientist,4,Married,6854,No,3,2,14,2,2,7,1,1,7,0
31,No,Travel_Frequently,Sales,7,4,Marketing,1,Female,3,3,Sales Executive,1,Married,9637,No,3,4,9,3,3,3,2,2,2,0
28,No,Travel_Rarely,Research & Development,1,3,Medical,3,Female,3,1,Research Scientist,1,Married,3591,No,4,3,3,3,3,3,2,1,2,0
38,No,Travel_Rarely,Sales,2,4,Marketing,2,Female,1,2,Sales Representative,4,Married,5405,Yes,4,1,20,4,2,4,2,0,3,0
26,No,Travel_Rarely,Sales,10,3,Medical,3,Male,3,2,Sales Executive,4,Single,4684,No,3,1,5,4,3,5,3,1,2,0
58,No,Travel_Frequently,Research & Development,15,4,Life Sciences,1,Male,3,4,Research Director,3,Married,15787,Yes,3,2,23,3,3,2,2,2,2,0
18,No,Non-Travel,Research & Development,14,3,Medical,2,Female,3,1,Research Scientist,3,Single,1514,No,3,3,0,4,1,0,0,0,0,0
31,Yes,Travel_Rarely,Human Resources,18,5,Human Resources,4,Male,4,1,Human Resources,1,Married,2956,No,3,3,2,4,3,1,0,0,0,1
29,Yes,Travel_Rarely,Human Resources,13,3,Human Resources,1,Male,2,1,Human Resources,1,Divorced,2335,Yes,3,4,4,3,3,2,2,2,0,1
45,No,Non-Travel,Sales,2,4,Life Sciences,3,Female,3,2,Sales Executive,3,Married,5154,No,4,2,10,3,4,8,7,5,7,0
36,No,Travel_Rarely,Research & Development,2,4,Other,4,Female,3,2,Research Scientist,2,Married,6962,Yes,4,4,15,2,3,1,0,0,0,0
43,No,Travel_Frequently,Sales,2,4,Life Sciences,1,Male,3,2,Sales Executive,4,Married,5675,No,4,3,7,5,3,7,7,7,7,0
27,No,Travel_Frequently,Research & Development,5,2,Life Sciences,4,Female,3,1,Laboratory Technician,4,Single,2379,Yes,3,3,6,3,2,5,4,0,2,0
29,No,Travel_Frequently,Research & Development,20,1,Medical,4,Male,3,1,Laboratory Technician,4,Married,3812,No,3,2,11,3,4,11,8,3,10,0
32,No,Travel_Frequently,Sales,10,4,Marketing,4,Male,3,2,Sales Executive,4,Single,4648,No,3,3,4,2,4,0,0,0,0,0
42,No,Non-Travel,Research & Development,10,4,Technical Degree,3,Male,3,1,Research Scientist,3,Married,2936,No,4,2,10,1,2,6,3,3,3,0
47,No,Travel_Rarely,Research & Development,9,4,Life Sciences,2,Female,3,1,Laboratory Technician,3,Single,2105,No,3,3,7,2,3,2,2,2,0,0
46,No,Travel_Rarely,Research & Development,2,2,Life Sciences,4,Male,3,3,Manufacturing Director,4,Divorced,8578,No,3,3,12,4,2,9,8,4,7,0
28,No,Non-Travel,Human Resources,1,2,Life Sciences,3,Male,3,1,Human Resources,4,Divorced,2706,No,3,2,3,2,3,3,2,2,2,0
29,No,Travel_Rarely,Research & Development,29,1,Life Sciences,4,Male,1,2,Healthcare Representative,3,Divorced,6384,No,3,4,11,3,3,7,0,1,6,0
42,No,Travel_Rarely,Research & Development,8,3,Life Sciences,4,Male,3,1,Laboratory Technician,3,Single,3968,No,3,4,8,3,3,0,0,0,0,0
32,Yes,Travel_Rarely,Sales,2,4,Marketing,3,Male,2,2,Sales Executive,2,Single,9907,Yes,3,3,7,3,2,2,2,2,2,1
46,No,Travel_Rarely,Sales,3,3,Technical Degree,1,Female,4,4,Sales Executive,1,Divorced,13225,No,3,4,25,5,3,19,17,2,8,0
27,No,Travel_Rarely,Sales,23,1,Medical,2,Female,2,2,Sales Representative,3,Married,3540,No,4,4,9,5,3,9,8,5,8,0
29,No,Travel_Rarely,Human Resources,6,1,Medical,4,Male,2,1,Human Resources,2,Married,2804,No,3,4,1,3,3,1,0,0,0,0
43,No,Travel_Rarely,Research & Development,6,3,Medical,1,Female,2,5,Manager,3,Married,19392,No,3,4,21,2,3,16,12,6,14,0
48,No,Travel_Rarely,Research & Development,10,3,Life Sciences,4,Male,2,5,Research Director,2,Married,19665,No,3,4,29,3,3,22,10,12,9,0
29,Yes,Travel_Frequently,Research & Development,24,2,Life Sciences,4,Male,2,1,Research Scientist,4,Single,2439,Yes,4,2,1,3,2,1,0,1,0,1
46,Yes,Travel_Rarely,Sales,10,3,Life Sciences,3,Female,3,3,Sales Executive,2,Married,7314,No,4,3,14,2,3,8,7,0,7,1
27,No,Travel_Frequently,Research & Development,15,3,Life Sciences,4,Female,2,1,Research Scientist,1,Married,4774,No,3,4,8,2,2,7,6,7,3,0
39,No,Travel_Rarely,Research & Development,19,4,Other,4,Male,3,2,Research Scientist,4,Divorced,3902,No,3,2,7,2,3,2,2,2,2,0
55,No,Travel_Rarely,Research & Development,2,4,Technical Degree,2,Male,2,1,Research Scientist,4,Married,2662,No,4,2,19,2,4,5,2,0,4,0
28,No,Travel_Rarely,Sales,3,3,Medical,2,Female,3,1,Sales Representative,2,Married,2856,No,3,4,1,3,3,1,0,0,0,0
30,Yes,Travel_Rarely,Sales,9,3,Medical,2,Male,3,1,Sales Representative,4,Single,1081,No,3,3,1,3,2,1,0,0,0,1
22,Yes,Travel_Rarely,Research & Development,7,1,Life Sciences,4,Male,3,1,Research Scientist,2,Single,2472,Yes,4,1,1,2,3,1,0,0,0,1
36,No,Travel_Rarely,Sales,10,4,Technical Degree,2,Female,2,2,Sales Executive,3,Married,5673,Yes,3,1,10,4,3,10,9,1,7,0
31,No,Travel_Rarely,Research & Development,20,3,Life Sciences,2,Male,3,2,Laboratory Technician,3,Divorced,4197,No,3,1,10,2,3,10,8,0,2,0
34,No,Travel_Rarely,Sales,4,3,Life Sciences,3,Male,3,3,Sales Executive,4,Married,9713,Yes,3,4,9,3,3,5,3,1,0,0
29,No,Travel_Rarely,Research & Development,7,3,Life Sciences,4,Male,3,1,Laboratory Technician,1,Single,2062,No,3,2,11,2,3,3,2,1,2,0
37,No,Travel_Rarely,Research & Development,7,4,Medical,4,Male,3,2,Research Scientist,1,Married,4284,Yes,4,3,16,2,3,5,3,0,4,0
35,No,Travel_Rarely,Research & Development,16,2,Other,4,Female,2,2,Manufacturing Director,2,Married,4788,Yes,3,4,4,2,3,3,2,0,2,0
45,No,Travel_Rarely,Research & Development,25,2,Life Sciences,2,Female,2,2,Manufacturing Director,4,Married,5906,No,3,4,10,2,2,9,8,3,8,0
36,No,Travel_Frequently,Human Resources,2,1,Human Resources,2,Male,2,2,Human Resources,4,Single,3886,No,4,4,10,2,2,10,1,0,8,0
40,No,Travel_Rarely,Research & Development,1,4,Life Sciences,1,Male,3,4,Manager,1,Divorced,16823,No,3,1,22,3,3,19,7,11,16,0
26,No,Travel_Rarely,Research & Development,1,2,Life Sciences,2,Female,2,1,Research Scientist,3,Married,2933,Yes,3,3,1,3,2,1,0,1,0,0
27,No,Travel_Rarely,Sales,2,2,Medical,1,Female,4,2,Sales Executive,3,Single,6500,No,3,2,9,5,2,8,7,0,7,0
48,No,Travel_Frequently,Research & Development,22,3,Medical,4,Female,3,4,Manager,4,Divorced,17174,No,3,2,24,3,3,22,17,4,7,0
44,No,Travel_Rarely,Research & Development,1,4,Life Sciences,2,Male,4,2,Healthcare Representative,1,Married,5033,No,3,4,10,5,3,2,0,2,2,0
34,Yes,Non-Travel,Research & Development,16,4,Technical Degree,4,Male,1,1,Research Scientist,1,Married,2307,Yes,4,2,5,2,3,5,2,3,0,1
56,Yes,Travel_Rarely,Research & Development,24,2,Life Sciences,1,Male,3,1,Laboratory Technician,4,Single,2587,No,3,4,5,3,3,4,2,1,0,1
36,No,Travel_Rarely,Sales,17,2,Marketing,3,Male,2,2,Sales Executive,2,Married,5507,No,3,3,12,1,1,4,2,1,3,0
41,No,Travel_Rarely,Sales,8,3,Marketing,3,Female,3,2,Sales Executive,2,Married,4393,No,4,3,14,3,3,5,4,1,4,0
42,No,Travel_Rarely,Research & Development,6,3,Medical,3,Male,3,3,Research Director,1,Married,13348,No,3,2,18,3,4,13,7,5,7,0
31,No,Travel_Rarely,Sales,10,2,Medical,3,Female,3,2,Sales Executive,4,Divorced,6583,Yes,3,4,8,2,3,5,2,1,4,0
34,No,Travel_Rarely,Sales,3,1,Medical,4,Female,2,2,Sales Executive,4,Married,8103,Yes,3,3,9,3,2,4,2,0,1,0
31,No,Travel_Rarely,Research & Development,4,3,Medical,1,Female,4,1,Laboratory Technician,3,Divorced,3978,No,3,2,4,0,2,2,2,2,2,0
26,No,Travel_Frequently,Research & Development,6,3,Other,3,Male,4,1,Laboratory Technician,4,Married,2544,No,3,1,8,3,3,7,7,7,7,0
45,No,Travel_Frequently,Research & Development,1,4,Medical,2,Male,3,2,Healthcare Representative,3,Single,5399,No,3,3,12,3,3,4,2,0,3,0
33,No,Travel_Rarely,Sales,10,4,Marketing,2,Male,3,2,Sales Executive,3,Single,5487,No,3,2,10,2,2,10,4,0,9,0
28,No,Travel_Frequently,Sales,1,2,Life Sciences,3,Male,2,2,Sales Executive,4,Married,6834,Yes,3,3,7,2,3,7,7,0,7,0
29,Yes,Travel_Frequently,Sales,24,3,Technical Degree,3,Male,4,1,Sales Representative,1,Single,1091,No,3,4,1,3,3,1,0,0,0,1
39,No,Non-Travel,Sales,21,4,Life Sciences,1,Female,1,2,Sales Executive,3,Married,5736,No,3,3,10,1,3,3,2,1,2,0
27,No,Travel_Rarely,Research & Development,2,4,Technical Degree,2,Male,3,1,Research Scientist,2,Married,2226,No,3,3,6,3,2,5,3,1,2,0
34,No,Travel_Frequently,Research & Development,22,4,Other,3,Male,2,2,Research Scientist,4,Married,5747,Yes,3,2,16,3,3,15,10,6,11,0
28,Yes,Travel_Rarely,Sales,13,2,Marketing,4,Female,3,2,Sales Executive,3,Single,9854,Yes,3,4,6,0,3,2,0,2,2,1
47,No,Non-Travel,Research & Development,14,4,Technical Degree,3,Male,3,2,Research Scientist,2,Married,5467,No,3,3,16,4,4,8,7,1,7,0
56,No,Travel_Rarely,Sales,11,5,Marketing,4,Female,2,2,Sales Executive,1,Married,5380,No,3,3,6,3,3,0,0,0,0,0
39,No,Travel_Rarely,Research & Development,9,2,Medical,1,Male,3,2,Manufacturing Director,1,Married,5151,No,4,4,10,3,3,10,0,7,9,0
38,No,Travel_Frequently,Research & Development,8,3,Medical,4,Female,2,2,Research Scientist,2,Divorced,2133,Yes,3,3,20,3,3,20,11,0,7,0
58,No,Travel_Rarely,Sales,21,3,Life Sciences,4,Female,3,4,Manager,4,Married,17875,Yes,3,3,29,2,2,1,0,0,0,0
32,Yes,Travel_Frequently,Research & Development,5,2,Life Sciences,1,Female,4,1,Research Scientist,3,Single,2432,Yes,3,1,8,2,3,4,1,0,3,1
38,No,Travel_Rarely,Research & Development,9,2,Life Sciences,2,Male,3,1,Research Scientist,4,Divorced,4771,No,3,4,10,0,4,5,2,0,3,0
49,No,Travel_Frequently,Research & Development,2,1,Life Sciences,2,Male,3,5,Research Director,4,Married,19161,No,3,4,28,3,3,5,4,4,3,0
42,No,Travel_Rarely,Sales,12,4,Marketing,2,Male,3,2,Sales Executive,4,Divorced,5087,Yes,3,3,14,4,3,0,0,0,0,0
27,Yes,Travel_Frequently,Human Resources,22,3,Human Resources,1,Female,2,1,Human Resources,2,Married,2863,No,3,1,1,2,3,1,0,0,0,1
35,No,Travel_Rarely,Sales,18,4,Medical,2,Male,3,2,Sales Executive,1,Married,5561,No,3,4,6,2,1,5,3,0,4,0
28,No,Non-Travel,Research & Development,16,3,Medical,3,Male,3,1,Research Scientist,3,Single,2144,No,3,3,5,3,2,5,3,1,4,0
31,No,Non-Travel,Research & Development,3,2,Medical,3,Male,3,1,Research Scientist,1,Divorced,3065,Yes,3,4,4,3,4,4,2,2,3,0
36,No,Non-Travel,Research & Development,9,4,Life Sciences,1,Male,4,1,Laboratory Technician,2,Married,2810,No,4,2,5,3,3,5,4,0,2,0
34,No,Travel_Rarely,Sales,1,3,Marketing,1,Male,3,3,Sales Executive,4,Single,9888,No,4,1,14,3,2,14,8,2,1,0
34,No,Travel_Rarely,Sales,13,4,Medical,4,Male,3,3,Sales Executive,3,Divorced,8628,No,3,3,9,2,2,8,7,1,1,0
26,No,Travel_Rarely,Research & Development,1,3,Medical,3,Male,3,1,Laboratory Technician,1,Single,2867,No,3,4,8,6,2,7,7,7,6,0
29,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1,Male,3,2,Healthcare Representative,1,Married,5373,No,3,1,6,5,2,5,3,0,2,0
32,No,Non-Travel,Research & Development,15,4,Medical,3,Female,3,2,Healthcare Representative,4,Divorced,6667,No,3,2,9,6,3,5,1,1,2,0
31,No,Travel_Frequently,Research & Development,1,3,Life Sciences,4,Male,1,2,Research Scientist,1,Married,5003,No,4,2,10,6,3,10,8,8,7,0
28,Yes,Travel_Rarely,Research & Development,17,3,Technical Degree,3,Male,2,1,Laboratory Technician,4,Divorced,2367,No,3,1,6,2,2,4,1,0,3,1
38,No,Travel_Rarely,Sales,1,3,Life Sciences,1,Male,2,1,Sales Representative,1,Single,2858,No,3,1,20,3,2,1,0,0,0,0
35,No,Travel_Rarely,Sales,7,4,Life Sciences,3,Female,3,2,Sales Executive,4,Married,5204,Yes,3,4,10,2,3,10,8,0,9,0
27,No,Travel_Rarely,Sales,9,3,Marketing,4,Male,3,2,Sales Executive,4,Single,4105,No,3,1,7,5,3,7,7,0,7,0
32,No,Travel_Rarely,Research & Development,5,4,Life Sciences,4,Male,2,2,Manufacturing Director,4,Single,9679,No,4,2,8,1,3,1,0,0,0,0
31,Yes,Travel_Frequently,Sales,26,4,Marketing,1,Male,3,2,Sales Executive,4,Married,5617,Yes,3,3,10,4,3,10,7,0,8,1
53,Yes,Travel_Rarely,Sales,24,4,Life Sciences,1,Male,3,3,Sales Executive,1,Single,10448,Yes,3,2,15,2,2,2,2,2,2,1
54,No,Travel_Rarely,Research & Development,9,2,Life Sciences,1,Female,3,2,Research Scientist,3,Married,2897,No,3,3,9,6,2,4,3,2,3,0
33,No,Travel_Frequently,Research & Development,7,2,Life Sciences,4,Male,3,2,Healthcare Representative,3,Divorced,5968,No,4,3,9,2,3,9,7,2,8,0
43,No,Travel_Rarely,Research & Development,11,3,Life Sciences,1,Male,3,3,Healthcare Representative,3,Married,7510,No,3,2,10,1,3,10,9,0,9,0
38,No,Travel_Frequently,Human Resources,1,4,Other,4,Male,3,1,Human Resources,2,Married,2991,Yes,3,2,7,2,3,6,2,1,2,0
55,No,Travel_Rarely,Human Resources,26,4,Human Resources,3,Male,4,5,Manager,2,Married,19636,Yes,3,1,35,0,3,10,9,1,4,0
31,No,Travel_Rarely,Research & Development,2,1,Medical,4,Female,1,1,Laboratory Technician,4,Divorced,1129,Yes,3,3,1,4,3,1,0,0,0,0
39,No,Travel_Rarely,Sales,15,4,Marketing,2,Male,3,4,Sales Executive,1,Single,13341,No,3,1,21,3,3,20,8,11,10,0
42,No,Non-Travel,Research & Development,23,2,Life Sciences,4,Male,2,2,Research Scientist,3,Single,4332,No,3,4,20,2,3,20,9,3,7,0
31,No,Non-Travel,Research & Development,10,3,Medical,3,Female,3,3,Research Director,3,Married,11031,No,4,3,13,2,4,11,7,4,8,0
54,No,Travel_Rarely,Research & Development,10,3,Medical,3,Female,3,2,Manufacturing Director,1,Single,4440,Yes,3,4,9,3,3,5,2,1,4,0
24,No,Travel_Rarely,Research & Development,1,2,Life Sciences,2,Male,2,2,Healthcare Representative,3,Single,4617,No,3,2,4,2,2,4,3,1,2,0
23,No,Travel_Rarely,Research & Development,12,2,Other,4,Male,3,1,Laboratory Technician,4,Single,2647,No,3,3,5,6,4,5,2,1,4,0
40,No,Travel_Frequently,Research & Development,11,3,Technical Degree,4,Female,3,2,Laboratory Technician,3,Married,6323,No,3,1,10,2,4,10,9,9,4,0
40,No,Travel_Rarely,Sales,2,2,Marketing,2,Female,3,2,Sales Executive,2,Married,5677,No,3,3,15,4,3,11,8,5,10,0
25,No,Travel_Rarely,Human Resources,2,3,Human Resources,3,Female,3,1,Human Resources,2,Married,2187,No,3,3,6,3,3,2,0,1,2,0
30,No,Travel_Rarely,Research & Development,1,2,Medical,4,Male,3,1,Laboratory Technician,2,Married,3748,No,3,3,12,6,2,12,8,1,7,0
25,No,Travel_Rarely,Research & Development,2,1,Other,4,Male,3,1,Laboratory Technician,3,Divorced,3977,Yes,3,3,7,2,2,2,2,0,2,0
47,No,Travel_Rarely,Research & Development,25,3,Medical,1,Male,3,3,Healthcare Representative,3,Single,8633,No,4,2,25,3,3,17,14,12,11,0
33,No,Non-Travel,Research & Development,1,2,Medical,2,Male,2,1,Laboratory Technician,3,Divorced,2008,No,3,3,1,2,2,1,1,0,0,0
38,No,Travel_Rarely,Sales,1,4,Life Sciences,4,Male,3,2,Sales Executive,2,Married,4440,No,3,1,16,3,3,15,13,5,8,0
31,No,Travel_Rarely,Sales,2,2,Life Sciences,1,Male,3,1,Sales Representative,3,Married,3067,No,3,3,3,1,3,2,2,1,2,0
38,No,Travel_Frequently,Research & Development,6,4,Life Sciences,1,Male,2,2,Manufacturing Director,3,Married,5321,No,3,4,10,1,3,8,3,7,7,0
42,No,Travel_Rarely,Research & Development,18,4,Life Sciences,4,Male,3,2,Research Scientist,1,Divorced,5410,Yes,3,3,9,3,2,4,3,1,2,0
41,No,Travel_Rarely,Research & Development,1,3,Life Sciences,4,Male,3,1,Research Scientist,4,Married,2782,No,4,1,12,3,3,5,3,1,0,0
47,No,Non-Travel,Research & Development,1,1,Medical,3,Female,3,3,Research Director,2,Married,11957,No,3,1,14,3,1,13,8,5,12,0
35,No,Travel_Rarely,Research & Development,11,4,Medical,4,Male,3,1,Laboratory Technician,3,Married,2660,Yes,3,3,5,3,3,2,2,2,2,0
22,No,Travel_Rarely,Research & Development,1,2,Life Sciences,4,Male,3,1,Research Scientist,3,Single,3375,No,3,4,4,2,4,3,2,1,2,0
35,No,Travel_Rarely,Research & Development,9,4,Medical,2,Male,3,2,Research Scientist,3,Single,5098,No,3,2,10,5,3,10,7,0,8,0
33,No,Travel_Rarely,Research & Development,15,2,Medical,2,Female,3,2,Healthcare Representative,4,Married,4878,Yes,3,1,10,6,3,9,7,8,1,0
32,No,Travel_Rarely,Research & Development,29,4,Life Sciences,3,Female,2,1,Laboratory Technician,2,Single,2837,No,3,3,6,3,3,6,2,4,1,0
40,No,Travel_Rarely,Research & Development,1,4,Life Sciences,1,Male,3,1,Laboratory Technician,4,Married,2406,No,3,3,8,3,2,1,0,0,0,0
32,No,Travel_Rarely,Sales,1,4,Medical,2,Male,2,1,Sales Representative,2,Married,2269,No,3,2,3,2,3,2,2,2,2,0
39,No,Travel_Rarely,Research & Development,24,1,Life Sciences,1,Male,3,2,Research Scientist,4,Single,4108,No,3,1,18,2,3,7,7,1,7,0
38,No,Travel_Rarely,Research & Development,10,3,Medical,2,Female,1,3,Research Director,3,Married,13206,No,3,1,20,3,3,18,16,1,11,0
32,No,Travel_Rarely,Sales,1,4,Marketing,3,Female,3,3,Sales Executive,4,Married,10422,No,3,3,14,3,3,14,10,5,7,0
37,No,Travel_Rarely,Research & Development,10,3,Life Sciences,3,Female,4,3,Research Director,4,Married,13744,Yes,4,1,16,2,3,16,11,6,8,0
25,No,Travel_Rarely,Sales,8,2,Other,1,Female,3,2,Sales Executive,3,Divorced,4907,Yes,4,2,6,3,2,5,3,0,4,0
52,No,Non-Travel,Sales,29,4,Life Sciences,1,Male,3,1,Sales Representative,4,Divorced,3482,No,3,2,16,3,2,9,8,0,0,0
44,No,Travel_Rarely,Research & Development,1,3,Medical,2,Male,3,1,Research Scientist,4,Single,2436,Yes,3,3,6,2,3,4,3,1,2,0
21,No,Travel_Rarely,Sales,5,1,Medical,3,Male,3,1,Sales Representative,1,Single,2380,Yes,3,4,2,6,3,2,2,1,2,0
39,No,Non-Travel,Research & Development,9,3,Life Sciences,4,Male,3,5,Manager,4,Single,19431,No,3,3,21,3,2,6,0,1,3,0
23,Yes,Travel_Frequently,Sales,9,3,Marketing,4,Male,3,1,Sales Representative,1,Married,1790,No,3,1,1,3,2,1,0,1,0,1
36,No,Travel_Rarely,Sales,3,3,Medical,1,Female,2,3,Sales Executive,4,Married,7644,No,3,3,10,2,3,9,7,3,4,0
36,No,Travel_Frequently,Research & Development,4,2,Life Sciences,4,Female,3,2,Manufacturing Director,2,Divorced,5131,No,3,2,18,3,3,4,2,0,2,0
56,No,Non-Travel,Research & Development,1,4,Life Sciences,3,Male,3,2,Healthcare Representative,3,Divorced,6306,No,4,1,13,2,2,13,12,1,9,0
29,Yes,Travel_Rarely,Research & Development,1,4,Medical,1,Male,3,1,Research Scientist,4,Married,4787,Yes,3,2,4,3,4,2,2,2,2,1
42,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,Male,3,5,Manager,3,Married,18880,No,3,1,24,2,2,22,6,4,14,0
56,Yes,Travel_Rarely,Research & Development,7,2,Technical Degree,4,Male,3,1,Laboratory Technician,3,Married,2339,No,3,4,14,4,1,10,9,9,8,1
41,No,Travel_Rarely,Research & Development,28,4,Life Sciences,1,Female,2,4,Manufacturing Director,2,Married,13570,No,4,3,21,3,3,20,7,0,10,0
34,No,Travel_Rarely,Sales,28,3,Marketing,4,Female,2,2,Sales Executive,3,Married,6712,No,4,4,8,2,3,8,7,1,7,0
36,No,Non-Travel,Sales,15,4,Marketing,4,Male,1,2,Sales Executive,4,Divorced,5406,No,4,1,15,4,2,15,12,11,11,0
41,No,Travel_Rarely,Sales,3,3,Life Sciences,3,Male,2,2,Sales Executive,2,Divorced,8938,No,3,3,14,5,3,5,4,0,4,0
32,No,Travel_Rarely,Research & Development,2,3,Technical Degree,4,Male,3,1,Research Scientist,1,Single,2439,No,3,4,4,4,3,4,2,1,2,0
35,No,Travel_Rarely,Human Resources,26,4,Life Sciences,3,Female,3,3,Human Resources,4,Single,8837,Yes,3,3,9,2,3,9,0,1,7,0
38,No,Travel_Rarely,Sales,10,2,Life Sciences,1,Female,3,2,Sales Executive,4,Married,5343,No,3,3,10,1,3,10,7,1,9,0
50,Yes,Travel_Frequently,Sales,1,4,Life Sciences,2,Male,3,2,Sales Executive,3,Divorced,6728,No,3,4,12,3,3,6,3,0,1,1
36,No,Travel_Rarely,Sales,11,4,Marketing,2,Female,2,2,Sales Executive,4,Married,6652,No,3,1,8,2,2,6,3,0,0,0
45,No,Travel_Rarely,Sales,20,3,Life Sciences,4,Female,3,2,Sales Executive,3,Single,4850,No,3,3,8,3,3,5,3,0,1,0
40,No,Travel_Rarely,Research & Development,2,4,Life Sciences,3,Male,2,1,Research Scientist,3,Single,2809,No,3,4,8,2,3,2,2,2,2,0
35,No,Travel_Frequently,Research & Development,18,4,Life Sciences,3,Male,3,2,Healthcare Representative,3,Married,5689,Yes,3,4,10,2,4,10,2,0,2,0
40,No,Travel_Rarely,Research & Development,2,4,Medical,3,Female,3,1,Research Scientist,3,Married,2001,No,3,2,20,2,3,5,3,0,2,0
35,No,Travel_Rarely,Research & Development,1,4,Life Sciences,3,Female,1,1,Research Scientist,4,Married,2977,No,3,4,4,5,3,4,3,1,1,0
29,No,Travel_Rarely,Research & Development,13,2,Other,4,Male,2,2,Laboratory Technician,2,Married,4025,Yes,3,1,10,2,3,4,3,0,3,0
29,No,Travel_Rarely,Research & Development,28,4,Medical,4,Female,2,1,Research Scientist,1,Single,3785,No,3,2,5,3,1,5,4,0,4,0
